requirement_id,type,actor,requirement,priority,verification,source,legal_basis,control_id,owner_module,implementation_artifact,release_gate,status,acceptance_evidence,design_surface,api_operations,database_entities,privacy_security_review,approval_owner,residual_risk
NFR-EXP-02,Non-functional,Cross-functional,User interfaces shall clearly distinguish AI-generated observations from human scores and decisions and explain known limitations.,Must,UX and content review,"BRD 5.4, 12.5","Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-EXP-02,"Scoring, Review and UX",Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for UX and content review,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-MNT-01,Non-functional,Cross-functional,"The system shall use modular services or well-defined modules, versioned APIs and configuration-driven assessments.",Must,Architecture review,BRD 27.5,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-MNT-01,Platform Architecture,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Architecture review,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-MNT-02,Non-functional,Cross-functional,"Infrastructure shall be managed as code and changes shall use automated tests, controlled migrations and rollback procedures.",Must,Release evidence review,BRD 27.5,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-MNT-02,Platform Architecture,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Release evidence review,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-MNT-03,Non-functional,Cross-functional,"Features affecting scoring, AI, proctoring or privacy shall be independently flaggable and suspendable.",Must,Feature-flag and suspension test,"BRD 20, 27.5","GDPR Arts 5, 6, 9, 12-22, 25, 28, 30, 32-36, 44-49 as applicable",CTRL-NFR-MNT-03,Platform Architecture,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Feature-flag and suspension test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-OBS-01,Non-functional,Cross-functional,"The platform shall provide structured logs, metrics, traces, health checks and alerts for critical user and dependency journeys.",Must,Observability coverage review,"BRD 20, 27.5","Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-OBS-01,Platform Operations and SRE,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Observability coverage review,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-OBS-02,Non-functional,Cross-functional,Operational telemetry shall avoid unnecessary candidate content and shall remain tenant- and purpose-scoped.,Must,Telemetry privacy review,BRD 24.5,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-OBS-02,Platform Operations and SRE,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Telemetry privacy review,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-BCP-01,Non-functional,Cross-functional,"Backups shall be encrypted, region-controlled and periodically tested through documented restoration exercises.",Must,Restore test,"BRD 24.10, 26","Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-BCP-01,Platform Operations and SRE,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Restore test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-BCP-02,Non-functional,Cross-functional,"Business continuity and disaster recovery plans shall define recovery priorities for active assessments, submissions, audit logs and tenant administration.",Must,BCP/DR exercise,"BRD 26, 38","Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-BCP-02,Platform Operations and SRE,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for BCP/DR exercise,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-INT-01,Non-functional,Cross-functional,"Integrations shall use scoped credentials, revocation, retry, idempotency, duplicate detection and synchronisation logs.",Must,Connector conformance test,BRD 28.1,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-INT-01,Integration Platform,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Connector conformance test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-INT-02,Non-functional,Cross-functional,Public and partner APIs shall be versioned and backward-compatible within the published support policy.,Should,Contract testing,BRD 27.5,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-INT-02,Integration Platform,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Contract testing,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Risk-based review,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-USA-01,Non-functional,Cross-functional,"Critical candidate instructions, assessment rules, timers, save state, monitoring state and incident controls shall be continuously understandable.",Must,Moderated usability test,"BRD 5.6, 14","Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-USA-01,Product Engineering,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Moderated usability test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-USA-02,Non-functional,Cross-functional,"Employer and reviewer dashboards shall minimise cognitive load through role-based views, clear status and evidence-first navigation.",Should,Task-based usability test,BRD 19-20,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-USA-02,Product Engineering,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Task-based usability test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Risk-based review,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-QLT-01,Non-functional,Cross-functional,"Assessment and scoring changes shall undergo validation, regression testing and formal approval before activation.",Must,Release gate audit,"BRD 11, 39","Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-QLT-01,Quality Engineering,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Release gate audit,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-QLT-02,Non-functional,Cross-functional,"The platform shall monitor reviewer agreement, score reliability, evidence completeness, defect rate, false-positive integrity events and model-human disagreement.",Must,Quality dashboard review,BRD 32.4,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-QLT-02,Quality Engineering,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Quality dashboard review,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-FAI-01,Non-functional,Cross-functional,Fairness monitoring shall use separately governed data and shall not use sensitive attributes to determine individual outcomes.,Must,Data-lineage and access review,BRD 25.1,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-FAI-01,Assessment Science and Compliance,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Data-lineage and access review,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-FAI-02,Non-functional,Cross-functional,"The platform shall support investigation and corrective action when differential completion, failure or scoring patterns exceed approved thresholds.",Must,Monitoring and corrective-action test,"BRD 25.1, 33","Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-FAI-02,Assessment Science and Compliance,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Monitoring and corrective-action test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-CMP-01,Non-functional,Cross-functional,"The product shall maintain evidence-based compliance controls and shall not claim universal, absolute or certified compliance without supporting evidence.",Must,Marketing and compliance review,"BRD 33, 37","Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-CMP-01,Compliance and Governance,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Marketing and compliance review,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-CMP-02,Non-functional,Cross-functional,The platform shall preserve meaningful human involvement in significant employment outcomes and shall prohibit solely automated rejection.,Must,Decision workflow test,BRD 24.3,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-CMP-02,Compliance and Governance,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Decision workflow test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-01,Functional,All human users,"The system shall support secure invitation acceptance or account activation with email verification, expiry, resend, invalid-link recovery and accessible error states.",Must,"Activation, expiry, enumeration and accessibility tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-01,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for Activation, expiry, enumeration and accessibility tests",Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/auth/login; POST /v2/auth/email/verify; POST /v2/auth/email/resend,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-02,Functional,All human users,"The system shall support forgot-password and password-reset flows using hashed single-use, short-lived tokens without revealing whether an account exists.",Must,"Reset token, enumeration, expiry, replay and notification tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-02,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for Reset token, enumeration, expiry, replay and notification tests",Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/auth/password/forgot; POST /v2/auth/password/reset,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-03,Functional,All human users,Authenticated users shall be able to change their password after reauthentication; success shall revoke configurable sessions and issue a security notification.,Must,"Reauthentication, revocation and notification tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-03,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for Reauthentication, revocation and notification tests",Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/auth/password/change,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-04,Functional,All human users,Users shall be able to change their preferred/display name; identity-critical legal-name changes shall use a separate correction workflow and remain audited.,Must,"Profile update, validation, audit and reviewer-minimisation tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-04,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for Profile update, validation, audit and reviewer-minimisation tests",Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/me; PATCH /v2/me,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-05,Functional,All human users,"Users shall be able to request an email-address change with reauthentication, dual-channel confirmation, uniqueness checks, expiry and rollback on failure.",Must,Email takeover and confirmation tests,"User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-05,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,Automated/manual evidence for Email takeover and confirmation tests,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/auth/email/change; POST /v2/auth/email/change/confirm,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-06,Functional,All human users,"Privileged users shall enrol and manage approved MFA methods, rotate recovery codes and recover access through a controlled non-bypass flow.",Must,"MFA enrolment, challenge, recovery and downgrade tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-06,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for MFA enrolment, challenge, recovery and downgrade tests",Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/auth/mfa/methods; POST /v2/auth/mfa/methods; DELETE /v2/auth/mfa/methods/{methodId}; POST /v2/auth/mfa/challenge; POST /v2/auth/mfa/recovery-codes/rotate,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-07,Functional,All human users,The product should support phishing-resistant passkeys for compatible users without removing an accessible recovery route.,Should,Passkey compatibility and recovery tests,"User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-07,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,Automated/manual evidence for Passkey compatibility and recovery tests,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/auth/mfa/methods; POST /v2/auth/mfa/methods,"iam.*, audit.events",Risk-based review,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-08,Functional,All human users,Users shall be able to view current and recent sessions/devices and revoke an individual session or all other sessions.,Must,"Session list, revocation and stale-token tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-08,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for Session list, revocation and stale-token tests",Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/auth/logout-all; GET /v2/me/sessions; DELETE /v2/me/sessions/{sessionId},"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-09,Functional,All human users,The product shall provide current-session logout and logout-all functions that invalidate server-side refresh credentials.,Must,Logout and replay tests,"User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-09,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,Automated/manual evidence for Logout and replay tests,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/auth/logout; POST /v2/auth/logout-all,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-10,Functional,All human users,"Authentication shall enforce rate limits, progressive delay, safe lockout, unlock and suspicious-login alerts without using IP/device data for candidate scoring.",Must,"Abuse, lockout and score-data-lineage tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-10,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for Abuse, lockout and score-data-lineage tests",Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-11,Functional,All human users,"Sensitive actions shall require recent authentication and, for privileged actions, step-up MFA.",Must,Step-up policy matrix tests,"User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-11,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,Automated/manual evidence for Step-up policy matrix tests,Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/auth/password/change; POST /v2/auth/email/change; DELETE /v2/auth/mfa/methods/{methodId},"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-12,Functional,All human users,"Users shall manage locale, timezone, date/time format and interface language independently from immutable evidence timestamps stored in UTC.",Must,"Locale, timezone and audit timestamp tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-12,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for Locale, timezone and audit timestamp tests",Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/me; GET /v2/me/preferences; PUT /v2/me/preferences,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-13,Functional,All human users,"Users shall manage accessibility preferences including reduced motion, contrast preference, text density and assessment accommodations where applicable.",Must,WCAG preference persistence and assessment boundary tests,"User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-13,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,Automated/manual evidence for WCAG preference persistence and assessment boundary tests,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/me/preferences; PUT /v2/me/preferences,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-14,Functional,All human users,"Users shall manage notification channels and categories, while mandatory security, rights and assessment-critical notices remain deliverable.",Must,"Preference, mandatory-message and unsubscribe tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-14,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for Preference, mandatory-message and unsubscribe tests",Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/me/notification-preferences; PUT /v2/me/notification-preferences,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-15,Functional,All human users,"Each role shall have a resumable onboarding checklist, contextual help and release-note acknowledgement for material workflow changes.",Should,Onboarding state and version-change tests,"User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-15,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,Automated/manual evidence for Onboarding state and version-change tests,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/me/onboarding; PUT /v2/me/onboarding/{stepCode},"iam.*, audit.events",Risk-based review,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-16,Functional,All human users,"Users shall be able to create and track a support case, add messages and attachments, and see service status without granting support broad data access.",Must,"Support case, attachment, tenancy and access-grant tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-16,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for Support case, attachment, tenancy and access-grant tests",Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/me/support-cases; POST /v2/me/support-cases; GET /v2/me/support-cases/{caseId}; POST /v2/me/support-cases/{caseId}/messages,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-17,Functional,All human users,"Users shall be able to view applicable privacy, AI, monitoring and terms notice versions and their acknowledgements.",Must,Notice-history reconstruction test,"User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-17,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,Automated/manual evidence for Notice-history reconstruction test,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/me/notices,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-18,Functional,All human users,"Users shall be able to view material security activity for their account, including password, MFA, email and session changes.",Must,Security-event visibility and privacy tests,"User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-18,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,Automated/manual evidence for Security-event visibility and privacy tests,Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/me/security-events,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-19,Functional,All human users,Users shall be able to request an account/data export; the system shall route scope and controller responsibility before producing a protected download.,Must,"Export scope, identity, expiry and audit tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-19,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for Export scope, identity, expiry and audit tests",Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/me/data-export,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-20,Functional,All human users,"Users shall be able to request account deactivation or deletion; the system shall explain legal holds, controller responsibility and retained records.",Must,"Deactivate, legal-hold and deletion-orchestration tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-20,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for Deactivate, legal-hold and deletion-orchestration tests",Role journey + normal/loading/empty/error/denied/expired/success states,POST /v2/me/deactivation,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-21,Functional,All human users,"Forms shall preserve valid input after errors, support password managers and paste, and provide field-level plus summary errors.",Must,Form usability and WCAG error tests,"User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-21,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,Automated/manual evidence for Form usability and WCAG error tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-ACC-22,Functional,All human users,"All list pages shall support accessible search, clear filters, reset, sort, pagination, empty states, saved views where justified and export permissions.",Must,"List-state, keyboard and authorisation tests","User validation rule 1; OWASP ASVS; GDPR Arts 5, 25, 32","GDPR Arts 5, 12-22, 25 and 32; ePrivacy/national rules where applicable",CTRL-FR-ACC-22,"Identity, Account and Preferences",UI + API + service policy + database + audit event + automated acceptance test,G1 Identity and account safety,Specified; evidence not yet supplied,"Automated/manual evidence for List-state, keyboard and authorisation tests",Role journey + normal/loading/empty/error/denied/expired/success states,GET /v2/campaigns,"iam.*, audit.events",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
