schema,table,table_purpose,column,data_type,nullable,default,primary_key,foreign_key,unique,column_purpose,data_classification,special_category,tenant_scope,access_roles,lawful_basis_note,retention_rule,mutability,encryption,audit_event
governance,quality_documents,Approved quality-management system documents and procedures,document_code,text,No,,No,,Composite/Yes,Document code,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,version_no,integer,No,,No,,Composite/Yes,Version no,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,document_type,text,No,,No,,No,Document type,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,title,text,No,,No,,No,Title,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,content_uri,text,No,,No,,No,Content uri,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,sha256,text,No,,No,,No,Sha256,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,status,text,No,,No,,No,Controlled lifecycle state,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,owner_user_id,uuid,No,,No,iam.users(id),No,Owner user reference,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,approved_by,uuid,Yes,,No,iam.users(id),No,Approved by,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,effective_from,date,Yes,,No,,No,Effective from,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,review_due,date,Yes,,No,,No,Review due,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Append-only / immutable,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,quality_documents,Approved quality-management system documents and procedures,approved_at,timestamptz,Yes,,No,,No,Approved timestamp,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,retention_policies,Category-specific retention policy,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,retention_policies,Category-specific retention policy,tenant_id,uuid,Yes,,No,tenant.organizations(id),Composite/Yes,Employer tenant isolation key,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,retention_policies,Category-specific retention policy,data_category,text,No,,No,,Composite/Yes,Data category,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,retention_policies,Category-specific retention policy,retention_days,integer,No,,No,,No,Retention days,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,retention_policies,Category-specific retention policy,legal_basis,text,No,,No,,No,Legal basis,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,retention_policies,Category-specific retention policy,deletion_method,text,No,,No,,No,Deletion method,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,retention_policies,Category-specific retention policy,status,text,No,,No,,No,Controlled lifecycle state,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,retention_policies,Category-specific retention policy,effective_from,date,No,,No,,Composite/Yes,Effective from,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,retention_policies,Category-specific retention policy,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Append-only / immutable,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",tenant_id,uuid,Yes,,No,tenant.organizations(id),Composite/Yes,Employer tenant isolation key,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",ai_system_id,uuid,Yes,,No,governance.ai_system_records(id),Composite/Yes,Ai system reference,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",risk_code,text,No,,No,,Composite/Yes,Risk code,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",affected_people,jsonb,No,,No,,No,Affected people,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",harm,text,No,,No,,No,Harm,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",cause,text,No,,No,,No,Cause,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",inherent_likelihood,integer,No,,No,,No,Inherent likelihood,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",inherent_severity,integer,No,,No,,No,Inherent severity,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",control_description,text,No,,No,,No,Control description,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",test_reference,text,No,,No,,No,Test reference,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",residual_likelihood,integer,Yes,,No,,No,Residual likelihood,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",residual_severity,integer,Yes,,No,,No,Residual severity,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",owner_user_id,uuid,No,,No,iam.users(id),No,Owner user reference,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",review_due,date,Yes,,No,,No,Review due,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",status,text,No,,No,,No,Controlled lifecycle state,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Append-only / immutable,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risk_controls,"AI lifecycle risks, controls, tests and residual risk",updated_at,timestamptz,No,now(),No,,No,Last mutable update time in UTC,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,tenant_id,uuid,Yes,,No,tenant.organizations(id),Composite/Yes,Employer tenant isolation key,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,risk_code,text,No,,No,,Composite/Yes,Risk code,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,category,text,No,,No,,No,Category,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,description,text,No,,No,,No,Description,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,likelihood,integer,No,,No,,No,Likelihood,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,severity,integer,No,,No,,No,Severity,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,controls,jsonb,No,'[]'::jsonb,No,,No,Controls,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,residual_risk,integer,Yes,,No,,No,Residual risk,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,owner_user_id,uuid,Yes,,No,iam.users(id),No,Owner user reference,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,status,text,No,,No,,No,Controlled lifecycle state,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,review_date,date,Yes,,No,,No,Review date,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,risks,Lifecycle risk register,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Append-only / immutable,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,tenant_id,uuid,Yes,,No,tenant.organizations(id),No,Employer tenant isolation key,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,ai_system_id,uuid,No,,No,governance.ai_system_records(id),No,Ai system reference,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,system_incident_id,uuid,Yes,,No,governance.system_incidents(id),No,System incident reference,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,assessment,text,No,,No,,No,Assessment,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,serious_incident,boolean,No,,No,,No,Serious incident,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,affected_people,jsonb,No,,No,,No,Affected people,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,provider_notified_at,timestamptz,Yes,,No,,No,Provider notified timestamp,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,deployer_notified_at,timestamptz,Yes,,No,,No,Deployer notified timestamp,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,authority_notified_at,timestamptz,Yes,,No,,No,Authority notified timestamp,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,authority_reference,text,Yes,,No,,No,Authority reference,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,status,text,No,,No,,No,Controlled lifecycle state,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,owner_user_id,uuid,No,,No,iam.users(id),No,Owner user reference,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Append-only / immutable,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,serious_incident_reports,AI Act serious-incident assessment and reporting evidence,closed_at,timestamptz,Yes,,No,,No,Closed timestamp,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,system_incidents,Operational and security incident record,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,system_incidents,Operational and security incident record,tenant_id,uuid,Yes,,No,tenant.organizations(id),No,Employer tenant isolation key,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,system_incidents,Operational and security incident record,incident_code,text,No,,No,,Yes,Incident code,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,system_incidents,Operational and security incident record,incident_type,text,No,,No,,No,Incident type,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,system_incidents,Operational and security incident record,severity,text,No,,No,,No,Severity,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,system_incidents,Operational and security incident record,status,text,No,,No,,No,Controlled lifecycle state,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,system_incidents,Operational and security incident record,started_at,timestamptz,No,,No,,No,Started timestamp,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,system_incidents,Operational and security incident record,contained_at,timestamptz,Yes,,No,,No,Contained timestamp,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,system_incidents,Operational and security incident record,resolved_at,timestamptz,Yes,,No,,No,Resolved timestamp,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,system_incidents,Operational and security incident record,summary,text,No,,No,,No,Summary,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
